line_no,line,sentiment,label,score
9670,and was on very friendly terms with the daughters.,1,POSITIVE,0.99932915
9671,Varia heard of it,1,POSITIVE,0.9922963
9672,"first, though Colia had not asked her to introduce him.",1,POSITIVE,0.86207557
9673,Little by,0,NEGATIVE,0.98604226
9674,little the family grew quite fond of him.,0,NEGATIVE,0.9073943
9675,Madame Epanchin at first,1,POSITIVE,0.9610308
9676,"looked on him with disdain, and received him coldly, but in a short",0,NEGATIVE,0.9722359
9677,"time he grew to please her, because, as she said, he “was candid and no",0,NEGATIVE,0.77892655
9678,flatterer”—a very true description.,1,POSITIVE,0.9982918
9679,From the first he put himself on an,1,POSITIVE,0.855456
9680,"equality with his new friends, and though he sometimes read newspapers",1,POSITIVE,0.99737257
9681,"and books to the mistress of the house, it was simply because he liked",1,POSITIVE,0.9980686
9682,to be useful.,1,POSITIVE,0.9906058
9683,"One day, however, he and Lizabetha Prokofievna quarrelled seriously",0,NEGATIVE,0.9913291
9684,"about the “woman question,” in the course of a lively discussion on",1,POSITIVE,0.99742013
9685,that burning subject.,0,NEGATIVE,0.8736295
9686,"He told her that she was a tyrant, and that he",0,NEGATIVE,0.98327386
9687,would never set foot in her house again.,1,POSITIVE,0.71354574
9688,"It may seem incredible, but a",1,POSITIVE,0.998256
9689,"day or two after, Madame Epanchin sent a servant with a note begging",0,NEGATIVE,0.986965
9690,"him to return, and Colia, without standing on his dignity, did so at",0,NEGATIVE,0.9990123
9691,once.,1,POSITIVE,0.9265587
9692,Aglaya was the only one of the family whose good graces he could not,1,POSITIVE,0.9105989
9693,"gain, and who always spoke to him haughtily, but it so happened that",0,NEGATIVE,0.96399325
9694,the boy one day succeeded in giving the proud maiden a surprise.,1,POSITIVE,0.99976856
9695,"It was about Easter, when, taking advantage of a momentary tête-à-tête",0,NEGATIVE,0.9780417
9696,"Colia handed Aglaya a letter, remarking that he “had orders to deliver",0,NEGATIVE,0.88266426
9697,it to her privately.,1,POSITIVE,0.9964815
9698,"” She stared at him in amazement, but he did not",0,NEGATIVE,0.8824605
9699,"wait to hear what she had to say, and went out.",0,NEGATIVE,0.50871634
9700,"Aglaya broke the seal,",1,POSITIVE,0.9947512
9701,and read as follows:,0,NEGATIVE,0.5258387
9702,“Once you did me the honour of giving me your confidence.,1,POSITIVE,0.9976357
9703,Perhaps you,1,POSITIVE,0.91292894
9704,have quite forgotten me now!,0,NEGATIVE,0.9982142
9705,How is it that I am writing to you?,0,NEGATIVE,0.998256
9706,I do,1,POSITIVE,0.9986224
9707,not know; but I am conscious of an irresistible desire to remind you of,1,POSITIVE,0.999529
9708,"my existence, especially you.",1,POSITIVE,0.9966338
9709,How many times I have needed all three of,0,NEGATIVE,0.99069726
9710,you; but only you have dwelt always in my mind’s eye.,1,POSITIVE,0.99331826
9711,I need you—I need,1,POSITIVE,0.99158484
9712,you very much.,1,POSITIVE,0.9998672
9713,I will not write about myself.,0,NEGATIVE,0.79285014
9714,I have nothing to tell,0,NEGATIVE,0.9982413
9715,you.,1,POSITIVE,0.9996236
9716,But I long for you to be happy.,1,POSITIVE,0.99959314
9717,_Are_ you happy?,1,POSITIVE,0.9997663
9718,That is all I,1,POSITIVE,0.99435174
9719,"wished to say to you—Your brother,",1,POSITIVE,0.99731624
9720,“Pr. L. Muishkin.”,1,POSITIVE,0.962749
9721,"On reading this short and disconnected note, Aglaya suddenly blushed",0,NEGATIVE,0.9876793
9722,"all over, and became very thoughtful.",1,POSITIVE,0.99947643
9723,It would be difficult to describe her thoughts at that moment.,0,NEGATIVE,0.99740034
9724,One of,1,POSITIVE,0.9148598
9725,"them was, “Shall I show it to anyone?”",0,NEGATIVE,0.99269754
9726,But she was ashamed to show it.,0,NEGATIVE,0.9784471
9727,"So she ended by hiding it in her table drawer, with a very strange,",0,NEGATIVE,0.9968306
9728,ironical smile upon her lips.,1,POSITIVE,0.99960995
9729,"Next day, she took it out, and put it into a large book, as she usually",0,NEGATIVE,0.67006284
9730,did with papers which she wanted to be able to find easily.,0,NEGATIVE,0.95509464
9731,She laughed,1,POSITIVE,0.99971193
9732,"when, about a week later, she happened to notice the name of the book,",0,NEGATIVE,0.9447277
9733,"and saw that it was Don Quixote, but it would be difficult to say",0,NEGATIVE,0.9941393
9734,exactly why.,0,NEGATIVE,0.7405647
9735,"I cannot say, either, whether she showed the letter to her sisters.",0,NEGATIVE,0.9976421
9736,"But when she had read it herself once more, it suddenly struck her that",0,NEGATIVE,0.8200113
9737,"surely that conceited boy, Colia, had not been the one chosen",0,NEGATIVE,0.9991623
9738,correspondent of the prince all this while.,1,POSITIVE,0.95089054
9739,"She determined to ask him,",1,POSITIVE,0.7542145
9740,and did so with an exaggerated show of carelessness.,0,NEGATIVE,0.9995915
9741,He informed her,1,POSITIVE,0.99194574
9742,haughtily that though he had given the prince his permanent address,0,NEGATIVE,0.99252874
9743,"when the latter left town, and had offered his services, the prince had",1,POSITIVE,0.9721442
9744,"never before given him any commission to perform, nor had he written",0,NEGATIVE,0.8776537
9745,"until the following lines arrived, with Aglaya’s letter.",1,POSITIVE,0.83477193
9746,Aglaya took,1,POSITIVE,0.9982924
9747,"the note, and read it.",1,POSITIVE,0.99491
9748,"“DEAR COLIA,—Please be so kind as to give the enclosed sealed letter to",0,NEGATIVE,0.8998473
9749,Aglaya Ivanovna.,1,POSITIVE,0.9968447
9750,"Keep well—Ever your loving,",1,POSITIVE,0.99925655
9751,“Pr. L. Muishkin.”,1,POSITIVE,0.962749
9752,"“It seems absurd to trust a little pepper-box like you,” said Aglaya,",0,NEGATIVE,0.9964457
9753,"as she returned the note, and walked past the “pepper-box” with an",0,NEGATIVE,0.9836501
9754,expression of great contempt.,0,NEGATIVE,0.99797374
9755,This was more than Colia could bear.,0,NEGATIVE,0.9967944
9756,He had actually borrowed Gania’s,0,NEGATIVE,0.9052845
9757,"new green tie for the occasion, without saying why he wanted it, in",1,POSITIVE,0.8046504
9758,order to impress her.,1,POSITIVE,0.99978226
9759,He was very deeply mortified.,0,NEGATIVE,0.99901736
9760,II.,1,POSITIVE,0.9235501
9761,"It was the beginning of June, and for a whole week the weather in St.",1,POSITIVE,0.94778055
9762,Petersburg had been magnificent.,1,POSITIVE,0.9998509
9763,The Epanchins had a luxurious,1,POSITIVE,0.9991886
9764,"country-house at Pavlofsk, [One of the fashionable summer resorts near",1,POSITIVE,0.99667645
9765,St. Petersburg.,1,POSITIVE,0.9969363
9766,] and to this spot Mrs. Epanchin determined to proceed,1,POSITIVE,0.99702805
9767,without further delay.,1,POSITIVE,0.9992074
9768,"In a couple of days all was ready, and the",1,POSITIVE,0.97420716
9769,family had left town.,0,NEGATIVE,0.99741393
9770,"A day or two after this removal to Pavlofsk,",0,NEGATIVE,0.940826
9771,Prince Muishkin arrived in St. Petersburg by the morning train from,1,POSITIVE,0.97265995
9772,Moscow.,1,POSITIVE,0.9979084
9773,"No one met him; but, as he stepped out of the carriage, he",0,NEGATIVE,0.99735105
9774,suddenly became aware of two strangely glowing eyes fixed upon him from,1,POSITIVE,0.9977723
9775,among the crowd that met the train.,1,POSITIVE,0.9970502
9776,On endeavouring to re-discover the,1,POSITIVE,0.9650405
9777,"eyes, and see to whom they belonged, he could find nothing to guide",0,NEGATIVE,0.9995831
9778,him.,1,POSITIVE,0.9892692
9779,It must have been a hallucination.,0,NEGATIVE,0.98234934
9780,But the disagreeable impression,0,NEGATIVE,0.9294169
9781,"remained, and without this, the prince was sad and thoughtful already,",1,POSITIVE,0.9967623
9782,and seemed to be much preoccupied.,0,NEGATIVE,0.9990831
9783,His cab took him to a small and bad hotel near the Litaynaya.,0,NEGATIVE,0.99814695
9784,Here he,1,POSITIVE,0.9920523
9785,"engaged a couple of rooms, dark and badly furnished.",0,NEGATIVE,0.97854674
9786,He washed and,0,NEGATIVE,0.74128586
9787,"changed, and hurriedly left the hotel again, as though anxious to waste",0,NEGATIVE,0.9997521
9788,no time.,0,NEGATIVE,0.9963785
9789,Anyone who now saw him for the first time since he left,0,NEGATIVE,0.8999561
9790,Petersburg would judge that he had improved vastly so far as his,1,POSITIVE,0.99931717
9791,exterior was concerned.,1,POSITIVE,0.981801
9792,His clothes certainly were very different; they,1,POSITIVE,0.99661607
9793,"were more fashionable, perhaps even too much so, and anyone inclined to",0,NEGATIVE,0.96767646
9794,mockery might have found something to smile at in his appearance.,0,NEGATIVE,0.65800303
9795,But,0,NEGATIVE,0.91009873
9796,what is there that people will not smile at?,0,NEGATIVE,0.98944986
9797,"The prince took a cab and drove to a street near the Nativity, where he",1,POSITIVE,0.58335185
9798,soon discovered the house he was seeking.,1,POSITIVE,0.98963547
9799,"It was a small wooden villa,",0,NEGATIVE,0.9928486
9800,and he was struck by its attractive and clean appearance; it stood in a,1,POSITIVE,0.9991409
9801,"pleasant little garden, full of flowers.",1,POSITIVE,0.99987686
9802,The windows looking on the,1,POSITIVE,0.98992324
9803,"street were open, and the sound of a voice, reading aloud or making a",1,POSITIVE,0.97996825
9804,"speech, came through them.",1,POSITIVE,0.9605602
9805,"It rose at times to a shout, and was",1,POSITIVE,0.9950912
9806,interrupted occasionally by bursts of laughter.,1,POSITIVE,0.9981812
9807,"Prince Muishkin entered the court-yard, and ascended the steps.",1,POSITIVE,0.9971601
9808,A cook,1,POSITIVE,0.9995734
9809,with her sleeves turned up to the elbows opened the door.,1,POSITIVE,0.6886126
9810,The visitor,1,POSITIVE,0.99885535
9811,asked if Mr. Lebedeff were at home.,0,NEGATIVE,0.99752355
9812,"“He is in there,” said she, pointing to the salon.",1,POSITIVE,0.9603001
9813,"The room had a blue wall-paper, and was well, almost pretentiously,",1,POSITIVE,0.99787086
9814,"furnished, with its round table, its divan, and its bronze clock under",1,POSITIVE,0.99268436
9815,a glass shade.,1,POSITIVE,0.9980371
9816,"There was a narrow pier-glass against the wall, and a",0,NEGATIVE,0.9935642
9817,chandelier adorned with lustres hung by a bronze chain from the,1,POSITIVE,0.99619067
9818,ceiling.,1,POSITIVE,0.98178387
9819,"When the prince entered, Lebedeff was standing in the middle of the",1,POSITIVE,0.99104995
9820,"room, his back to the door.",0,NEGATIVE,0.9763495
9821,"He was in his shirt-sleeves, on account of",0,NEGATIVE,0.9634994
9822,"the extreme heat, and he seemed to have just reached the peroration of",0,NEGATIVE,0.58127975
9823,"his speech, and was impressively beating his breast.",1,POSITIVE,0.99956465
9824,His audience consisted of a youth of about fifteen years of age with a,1,POSITIVE,0.95988995
9825,"clever face, who had a book in his hand, though he was not reading; a",1,POSITIVE,0.99907607
9826,"young lady of twenty, in deep mourning, stood near him with an infant",0,NEGATIVE,0.92873627
9827,"in her arms; another girl of thirteen, also in black, was laughing",1,POSITIVE,0.97738206
9828,"loudly, her mouth wide open; and on the sofa lay a handsome young man,",1,POSITIVE,0.9954035
9829,"with black hair and eyes, and a suspicion of beard and whiskers.",0,NEGATIVE,0.9665278
9830,He,1,POSITIVE,0.97065234
9831,"frequently interrupted the speaker and argued with him, to the great",0,NEGATIVE,0.97955775
9832,delight of the others.,1,POSITIVE,0.9998866
9833,“Lukian Timofeyovitch!,1,POSITIVE,0.9754086
9834,Lukian Timofeyovitch!,1,POSITIVE,0.9913791
9835,Here’s someone to see you!,1,POSITIVE,0.99968016
9836,Look here!,1,POSITIVE,0.99961925
9837,... a gentleman to speak to you!,1,POSITIVE,0.9990781
9838,...,1,POSITIVE,0.9585016
9839,"Well, it’s not my fault!",0,NEGATIVE,0.9708224
9840,”,1,POSITIVE,0.9255136
9841,and the cook turned and went away red with anger.,0,NEGATIVE,0.9831885
9842,"Lebedeff started, and at sight of the prince stood like a statue for a",1,POSITIVE,0.99700165
9843,moment.,1,POSITIVE,0.99655145
9844,"Then he moved up to him with an ingratiating smile, but stopped",0,NEGATIVE,0.8718272
9845,short again.,0,NEGATIVE,0.99879986
9846,“Prince! ex-ex-excellency!” he stammered.,0,NEGATIVE,0.75066674
9847,Then suddenly he ran towards,0,NEGATIVE,0.9435606
9848,"the girl with the infant, a movement so unexpected by her that she",1,POSITIVE,0.9994579
9849,"staggered and fell back, but next moment he was threatening the other",0,NEGATIVE,0.9990424
9850,"child, who was standing, still laughing, in the doorway.",1,POSITIVE,0.97518116
9851,"She screamed,",0,NEGATIVE,0.9963601
9852,and ran towards the kitchen.,0,NEGATIVE,0.98199254
9853,"Lebedeff stamped his foot angrily; then,",0,NEGATIVE,0.9975578
9854,"seeing the prince regarding him with amazement, he murmured",1,POSITIVE,0.9979372
9855,apologetically—“Pardon to show respect!... he-he!”,0,NEGATIVE,0.97678596
9856,“You are quite wrong...” began the prince.,0,NEGATIVE,0.99238175
9857,“At once... at once... in one moment!”,1,POSITIVE,0.99688333
9858,"He rushed like a whirlwind from the room, and Muishkin looked",1,POSITIVE,0.68116593
9859,inquiringly at the others.,1,POSITIVE,0.92573863
9860,"They were all laughing, and the guest joined in the chorus.",1,POSITIVE,0.9991791
9861,"“He has gone to get his coat,” said the boy.",0,NEGATIVE,0.9597256
9862,“How annoying!” exclaimed the prince.,0,NEGATIVE,0.9993138
9863,"“I thought... Tell me, is he...”",0,NEGATIVE,0.98405075
9864,“You think he is drunk?” cried the young man on the sofa.,0,NEGATIVE,0.99508154
9865,“Not in the,0,NEGATIVE,0.9950545
9866,least.,0,NEGATIVE,0.9930194
9867,"He’s only had three or four small glasses, perhaps five; but",0,NEGATIVE,0.9937094
9868,what is that?,0,NEGATIVE,0.9944828
9869,The usual thing!,1,POSITIVE,0.994507
9870,”,1,POSITIVE,0.9255136
9871,"As the prince opened his mouth to answer, he was interrupted by the",0,NEGATIVE,0.96860445
9872,"girl, whose sweet face wore an expression of absolute frankness.",1,POSITIVE,0.9887168
9873,“He never drinks much in the morning; if you have come to talk business,0,NEGATIVE,0.9879418
9874,"with him, do it now.",1,POSITIVE,0.99810183
9875,It is the best time.,1,POSITIVE,0.99985224
9876,He sometimes comes back drunk,0,NEGATIVE,0.99873626
9877,in the evening; but just now he passes the greater part of the evening,0,NEGATIVE,0.99334884
9878,"in tears, and reads passages of Holy Scripture aloud, because our",1,POSITIVE,0.9956001
9879,mother died five weeks ago.,0,NEGATIVE,0.9962509
9880,”,1,POSITIVE,0.9255136
9881,"“No doubt he ran off because he did not know what to say to you,” said",0,NEGATIVE,0.9996061
9882,the youth on the divan.,1,POSITIVE,0.9974573
9883,"“I bet he is trying to cheat you, and is",0,NEGATIVE,0.9953067
9884,thinking how best to do it.,0,NEGATIVE,0.9913708
9885,”,1,POSITIVE,0.9255136
9886,"Just then Lebedeff returned, having put on his coat.",1,POSITIVE,0.965323
9887,"“Five weeks!” said he, wiping his eyes.",0,NEGATIVE,0.9789692
9888,“Only five weeks!,0,NEGATIVE,0.96548724
9889,Poor,0,NEGATIVE,0.9997912
9890,orphans!,0,NEGATIVE,0.98973846
9891,”,1,POSITIVE,0.9255136
9892,"“But why wear a coat in holes,” asked the girl, “when your new one is",0,NEGATIVE,0.9950891
9893,hanging behind the door?,0,NEGATIVE,0.995066
9894,Did you not see it?,0,NEGATIVE,0.9991746
9895,”,1,POSITIVE,0.9255136
9896,"“Hold your tongue, dragon-fly!” he scolded.",0,NEGATIVE,0.9432223
9897,“What a plague you are!”,0,NEGATIVE,0.9995899
9898,He,1,POSITIVE,0.97065234
9899,"stamped his foot irritably, but she only laughed, and answered:",0,NEGATIVE,0.96508276
9900,“Are you trying to frighten me?,0,NEGATIVE,0.99845743
9901,"I am not Tania, you know, and I don’t",0,NEGATIVE,0.9666159
9902,intend to run away.,0,NEGATIVE,0.999642
9903,"Look, you are waking Lubotchka, and she will have",1,POSITIVE,0.993553
9904,convulsions again.,0,NEGATIVE,0.98382914
9905,Why do you shout like that?,1,POSITIVE,0.83679444
9906,”,1,POSITIVE,0.9255136
9907,"“Well, well! I won’t again,” said the master of the house, his anxiety",1,POSITIVE,0.90759784
9908,getting the better of his temper.,0,NEGATIVE,0.99228555
9909,"He went up to his daughter, and",1,POSITIVE,0.99889284
9910,"looked at the child in her arms, anxiously making the sign of the cross",1,POSITIVE,0.9156934
9911,over her three times.,1,POSITIVE,0.9086895
9912,“God bless her! God bless her!” he cried with,1,POSITIVE,0.99869955
9913,emotion.,1,POSITIVE,0.99753374
9914,"“This little creature is my daughter Luboff,” addressing the",1,POSITIVE,0.9961189
9915,prince.,1,POSITIVE,0.99962974
9916,"“My wife, Helena, died—at her birth; and this is my big",1,POSITIVE,0.9682909
9917,"daughter Vera, in mourning, as you see; and this, this, oh, this,”",0,NEGATIVE,0.79574776
9918,pointing to the young man on the divan...,1,POSITIVE,0.9798821
9919,"“Well, go on! never mind me!” mocked the other.",0,NEGATIVE,0.9780328
9920,“Don’t be afraid!”,1,POSITIVE,0.9996171
9921,“Excellency!,1,POSITIVE,0.9998362
9922,Have you read that account of the murder of the Zemarin,1,POSITIVE,0.9598494
9923,"family, in the newspaper?",0,NEGATIVE,0.9802807
9924,"” cried Lebedeff, all of a sudden.",1,POSITIVE,0.9884692
9925,"“Yes,” said Muishkin, with some surprise.",1,POSITIVE,0.99971735
9926,"“Well, that is the murderer! It is he—in fact—”",0,NEGATIVE,0.9910727
9927,“What do you mean?” asked the visitor.,1,POSITIVE,0.8187809
9928,"“I am speaking allegorically, of course; but he will be the murderer of",0,NEGATIVE,0.98358625
9929,a Zemarin family in the future.,1,POSITIVE,0.9968588
9930,He is getting ready.,1,POSITIVE,0.9986052
9931,...”,1,POSITIVE,0.9727136
9932,"They all laughed, and the thought crossed the prince’s mind that",1,POSITIVE,0.9991594
9933,perhaps Lebedeff was really trifling in this way because he foresaw,0,NEGATIVE,0.99346656
9934,"inconvenient questions, and wanted to gain time.",0,NEGATIVE,0.999341
9935,"“He is a traitor! a conspirator!” shouted Lebedeff, who seemed to have",0,NEGATIVE,0.99186665
9936,lost all control over himself.,0,NEGATIVE,0.99974585
9937,“A monster! a slanderer!,0,NEGATIVE,0.9983342
9938,Ought I to,0,NEGATIVE,0.94796324
9939,"treat him as a nephew, the son of my sister Anisia?",1,POSITIVE,0.6556809
9940,”,1,POSITIVE,0.9255136
9941,“Oh! do be quiet!,0,NEGATIVE,0.92125183
9942,You must be drunk!,0,NEGATIVE,0.9974154
9943,He has taken it into his head to,0,NEGATIVE,0.97494596
9944,"play the lawyer, prince, and he practices speechifying, and is always",1,POSITIVE,0.99071145
9945,repeating his eloquent pleadings to his children.,1,POSITIVE,0.91692346
9946,And who do you think,1,POSITIVE,0.9284752
9947,was his last client?,0,NEGATIVE,0.9951953
9948,An old woman who had been robbed of five hundred,0,NEGATIVE,0.9550537
9949,"roubles, her all, by some rogue of a usurer, besought him to take up",0,NEGATIVE,0.9907541
9950,"her case, instead of which he defended the usurer himself, a Jew named",0,NEGATIVE,0.99399024
9951,"Zeidler, because this Jew promised to give him fifty roubles....",0,NEGATIVE,0.9807129
9952,”,1,POSITIVE,0.9255136
9953,"“It was to be fifty if I won the case, only five if I lost,”",0,NEGATIVE,0.99235165
9954,"interrupted Lebedeff, speaking in a low tone, a great contrast to his",1,POSITIVE,0.9951362
9955,earlier manner.,0,NEGATIVE,0.94952035
9956,“Well! naturally he came to grief: the law is not administered as it,0,NEGATIVE,0.98895
9957,"used to be, and he only got laughed at for his pains.",0,NEGATIVE,0.9775484
9958,But he was much,1,POSITIVE,0.9949053
9959,pleased with himself in spite of that.,1,POSITIVE,0.99986416
9960,"‘Most learned judge!’ said he,",1,POSITIVE,0.99708086
9961,"‘picture this unhappy man, crippled by age and infirmities, who gains",0,NEGATIVE,0.9808784
9962,"his living by honourable toil—picture him, I repeat, robbed of his all,",0,NEGATIVE,0.5387278
9963,"of his last mouthful; remember, I entreat you, the words of that",1,POSITIVE,0.98771536
9964,"learned legislator, “Let mercy and justice alike rule the courts of",1,POSITIVE,0.97759306
9965,law.,1,POSITIVE,0.99266833
9966,"”’ Now, would you believe it, excellency, every morning he recites",1,POSITIVE,0.9977845
9967,"this speech to us from beginning to end, exactly as he spoke it before",1,POSITIVE,0.98991877
9968,the magistrate.,1,POSITIVE,0.98015004
9969,To-day we have heard it for the fifth time.,1,POSITIVE,0.9968998
9970,He was just,0,NEGATIVE,0.9920535
9971,"starting again when you arrived, so much does he admire it.",1,POSITIVE,0.99984527
9972,He is now,1,POSITIVE,0.99627465
9973,preparing to undertake another case.,1,POSITIVE,0.54573387
9974,"I think, by the way, that you are",1,POSITIVE,0.9994444
9975,Prince Muishkin?,0,NEGATIVE,0.97260714
9976,Colia tells me you are the cleverest man he has ever,1,POSITIVE,0.999772
9977,known....,1,POSITIVE,0.98320025
9978,”,1,POSITIVE,0.9255136
9979,"“The cleverest in the world,” interrupted his uncle hastily.",1,POSITIVE,0.9950029
9980,"“I do not pay much attention to that opinion,” continued the young man",0,NEGATIVE,0.99961233
9981,calmly.,1,POSITIVE,0.97447956
9982,"“Colia is very fond of you, but he,” pointing to Lebedeff, “is",1,POSITIVE,0.9598883
9983,flattering you.,1,POSITIVE,0.99728715
9984,"I can assure you I have no intention of flattering you,",0,NEGATIVE,0.99592847
9985,"or anyone else, but at least you have some common-sense.",1,POSITIVE,0.9304898
9986,"Well, will you",1,POSITIVE,0.9996575
9987,judge between us?,0,NEGATIVE,0.94770956
9988,Shall we ask the prince to act as arbitrator?,0,NEGATIVE,0.9958476
9989,” he,1,POSITIVE,0.9743045
9990,"went on, addressing his uncle.",1,POSITIVE,0.99806124
9991,"“I am so glad you chanced to come here, prince.”",1,POSITIVE,0.99678814
9992,"“I agree,” said Lebedeff, firmly, looking round involuntarily at his",1,POSITIVE,0.9957027
9993,"daughter, who had come nearer, and was listening attentively to the",1,POSITIVE,0.99557376
9994,conversation.,1,POSITIVE,0.99704945
9995,"“What is it all about?” asked the prince, frowning.",0,NEGATIVE,0.9936407
9996,"His head ached, and",0,NEGATIVE,0.999667
9997,"he felt sure that Lebedeff was trying to cheat him in some way, and",0,NEGATIVE,0.99899215
9998,only talking to put off the explanation that he had come for.,0,NEGATIVE,0.9979747
9999,“I will tell you all the story.,1,POSITIVE,0.99960613
10000,I am his nephew; he did speak the truth,1,POSITIVE,0.9944935
10001,"there, although he is generally telling lies.",1,POSITIVE,0.70204705
10002,"I am at the University,",1,POSITIVE,0.98008496
10003,and have not yet finished my course.,0,NEGATIVE,0.99650395
10004,"I mean to do so, and I shall, for",1,POSITIVE,0.93538994
10005,I have a determined character.,1,POSITIVE,0.99967325
10006,"I must, however, find something to do",0,NEGATIVE,0.63063055
10007,"for the present, and therefore I have got employment on the railway at",1,POSITIVE,0.9876403
10008,twenty-four roubles a month.,0,NEGATIVE,0.9712859
10009,I admit that my uncle has helped me once,1,POSITIVE,0.98601216
10010,or twice before.,0,NEGATIVE,0.841366
10011,"Well, I had twenty roubles in my pocket, and I gambled",0,NEGATIVE,0.9889465
10012,them away.,0,NEGATIVE,0.9829416
10013,"Can you believe that I should be so low, so base, as to lose",0,NEGATIVE,0.9997358
10014,money in that way?,0,NEGATIVE,0.9944347
10015,”,1,POSITIVE,0.9255136
10016,"“And the man who won it is a rogue, a rogue whom you ought not to have",0,NEGATIVE,0.99362105
10017,paid!,1,POSITIVE,0.99279726
10018,” cried Lebedeff.,1,POSITIVE,0.8838756
10019,"“Yes, he is a rogue, but I was obliged to pay him,” said the young man.",0,NEGATIVE,0.9438054
10020,"“As to his being a rogue, he is assuredly that, and I am not saying it",1,POSITIVE,0.99570554
10021,because he beat you.,0,NEGATIVE,0.9700422
10022,"He is an ex-lieutenant, prince, dismissed from the",0,NEGATIVE,0.96492165
10023,"service, a teacher of boxing, and one of Rogojin’s followers.",1,POSITIVE,0.99843
10024,They are,1,POSITIVE,0.9988274
10025,all lounging about the pavements now that Rogojin has turned them off.,0,NEGATIVE,0.9979636
10026,"Of course, the worst of it is that, knowing he was a rascal, and a",0,NEGATIVE,0.9997363
10027,"card-sharper, I none the less played palki with him, and risked my last",0,NEGATIVE,0.7227111
10028,rouble.,0,NEGATIVE,0.99557495
10029,"To tell the truth, I thought to myself, ‘If I lose, I will go",1,POSITIVE,0.9324679
10030,"to my uncle, and I am sure he will not refuse to help me.",1,POSITIVE,0.99845535
10031,’ Now that was,1,POSITIVE,0.8196304
10032,base—cowardly and base!,0,NEGATIVE,0.99318564
10033,”,1,POSITIVE,0.9255136
10034,"“That is so,” observed Lebedeff quietly; “cowardly and base.”",0,NEGATIVE,0.97258383
10035,"“Well, wait a bit, before you begin to triumph,” said the nephew",0,NEGATIVE,0.9933024
10036,viciously; for the words seemed to irritate him.,0,NEGATIVE,0.9993077
10037,“He is delighted!,1,POSITIVE,0.99987864
10038,I,1,POSITIVE,0.9797318
10039,"came to him here and told him everything: I acted honourably, for I did",1,POSITIVE,0.99967206
10040,not excuse myself.,0,NEGATIVE,0.9982153
10041,"I spoke most severely of my conduct, as everyone",0,NEGATIVE,0.9861462
10042,here can witness.,1,POSITIVE,0.99763346
10043,But I must smarten myself up before I take up my new,0,NEGATIVE,0.9913608
10044,"post, for I am really like a tramp.",0,NEGATIVE,0.6312096
10045,Just look at my boots!,1,POSITIVE,0.99707276
10046,I cannot,0,NEGATIVE,0.9964957
10047,"possibly appear like this, and if I am not at the bureau at the time",0,NEGATIVE,0.9909182
10048,"appointed, the job will be given to someone else; and I shall have to",0,NEGATIVE,0.99157596
10049,try for another.,0,NEGATIVE,0.99595463
10050,"Now I only beg for fifteen roubles, and I give my word",1,POSITIVE,0.98349595
10051,that I will never ask him for anything again.,1,POSITIVE,0.994505
10052,I am also ready to,1,POSITIVE,0.9992879
10053,"promise to repay my debt in three months’ time, and I will keep my",1,POSITIVE,0.9994112
10054,"word, even if I have to live on bread and water.",1,POSITIVE,0.8369424
10055,My salary will amount,1,POSITIVE,0.99787164
10056,to seventy-five roubles in three months.,0,NEGATIVE,0.98391944
10057,"The sum I now ask, added to",1,POSITIVE,0.65194374
10058,"what I have borrowed already, will make a total of about thirty-five",1,POSITIVE,0.54950154
10059,"roubles, so you see I shall have enough to pay him and confound him! if",0,NEGATIVE,0.98465365
10060,"he wants interest, he shall have that, too!",0,NEGATIVE,0.5889259
10061,Haven’t I always paid back,0,NEGATIVE,0.98412186
10062,the money he lent me before?,0,NEGATIVE,0.99610305
10063,Why should he be so mean now?,0,NEGATIVE,0.99805975
10064,He grudges,0,NEGATIVE,0.93177915
10065,my having paid that lieutenant; there can be no other reason!,0,NEGATIVE,0.99951464
10066,That’s,1,POSITIVE,0.99843776
10067,the kind he is—a dog in the manger!,0,NEGATIVE,0.9249523
10068,”,1,POSITIVE,0.9255136
10069,“And he won’t go away!” cried Lebedeff.,1,POSITIVE,0.999241
10070,"“He has installed himself here,",1,POSITIVE,0.988393
10071,and here he remains!,1,POSITIVE,0.9899627
10072,”,1,POSITIVE,0.9255136
10073,"“I have told you already, that I will not go away until I have got what",1,POSITIVE,0.6896427
10074,I ask.,1,POSITIVE,0.5175561
10075,"Why are you smiling, prince?",1,POSITIVE,0.9947226
10076,You look as if you disapproved of,0,NEGATIVE,0.9973434
10077,me.,1,POSITIVE,0.9975167
10078,”,1,POSITIVE,0.9255136
10079,"“I am not smiling, but I really think you are in the wrong, somewhat,”",0,NEGATIVE,0.99881685
10080,"replied Muishkin, reluctantly.",1,POSITIVE,0.815544
10081,“Don’t shuffle!,1,POSITIVE,0.815884
10082,"Say plainly that you think that I am quite wrong,",0,NEGATIVE,0.9911997
10083,without any ‘somewhat’!,1,POSITIVE,0.58268386
10084,Why ‘somewhat’?,0,NEGATIVE,0.9646917
10085,”,1,POSITIVE,0.9255136
10086,"“I will say you are quite wrong, if you wish.”",0,NEGATIVE,0.99801844
10087,“If I wish!,1,POSITIVE,0.9773889
10088,"That’s good, I must say!",1,POSITIVE,0.99985343
10089,Do you think I am deceived as to,0,NEGATIVE,0.962961
10090,the flagrant impropriety of my conduct?,0,NEGATIVE,0.9966125
